,item_id,title,description,tags,category,location,state,min price (RM),max price (RM),operating hours,operating days,closing days,rating,host_id,host_name,contact,more_info,opening_time,closing_time,price_type,clean_description,clean_tags,clean_category,clean_features,semantic_features
76,77,Homemade Kuih Bakar Melaka Semabok,"Traditional homemade kuih bakar from Melaka, baked to golden perfection.","kuih bakar, traditional food, Melaka",Food & Culinary,"kedai kuih bakar semabok, no3, Lebuh AMJ, Kampung Ladang, 75050 Melaka",Melaka,1,20,10.00 AM - 6.00 PM,Daily,Not mentioned,4.5,HO74,Kuih Bakar Homemade Semabok,012-215 2625,https://www.instagram.com/kuihbakarhomemade/?hl=en,,,Paid,traditional homemade kuih bakar melaka baked golden perfection,kuih bakar traditional food melaka,food culinary,traditional homemade kuih bakar melaka baked golden perfection kuih bakar traditional food melaka kuih bakar traditional food melaka kuih bakar traditional food melaka food culinary food culinary ,traditional homemade kuih bakar melaka baked golden perfection kuih bakar traditional food melaka food culinary
77,78,Traditional Nyonya Dessert Cooking Class In Melaka,Learn to make authentic Peranakan desserts while exploring Melakaâ€™s cultural heritage.,"nyonya, dessert, cooking class, heritage",Food & Culinary,"Jaya Mata Knife Gallery, 104 & 106, Jalan Tokong, Kampung Tiga, 75200 Melaka",Melaka,0,136,Upon Booking,Upon Booking,Upon Booking,4.6,HO75,Jaya Mata,Not Provided,https://www.klook.com/ms-MY/activity/85757-traditional-nyonya-dessert-cooking-class-melaka/,,,Free / Not mentioned,learn make authentic peranakan dessert exploring melakas cultural heritage,nyonya dessert cooking class heritage,food culinary,learn make authentic peranakan dessert exploring melakas cultural heritage nyonya dessert cooking class heritage nyonya dessert cooking class heritage nyonya dessert cooking class heritage food culinary food culinary ,learn make authentic peranakan dessert exploring melakas cultural heritage nyonya dessert cooking class heritage food culinary
78,79,Batik Wau Bulan (A Malaysian Heritage Kite) Making Workshop,Hands-on batik and kite-making workshop teaching participants to craft traditional Wau Bulan.,"wau bulan, batik, craft, workshop",Arts & Crafts,"55, Jalan Kampung Pantai, Kampung Pantai, 75200 Melaka",Melaka,0,50,11.00 AM - 8.00 PM,Daily,Not mentioned,4.6,HO76,Malacca Heritage Weekend Workshop,011-2177 6974,https://theweekendworkshop.com.my/malacca/product/batik-waubulan-heritagekite-workshop/,,,Free / Not mentioned,handson batik kitemaking workshop teaching participant craft traditional wau bulan,wau bulan batik craft workshop,art craft,handson batik kitemaking workshop teaching participant craft traditional wau bulan wau bulan batik craft workshop wau bulan batik craft workshop wau bulan batik craft workshop art craft art craft ,handson batik kitemaking workshop teaching participant craft traditional wau bulan wau bulan batik craft workshop art craft
79,80,Mamamidah â€“ Authentic Dodol Manufacturer,Producer of traditional Melaka dodol made with coconut milk and palm sugar.,"dodol, Melaka, traditional food",Food & Culinary,"3537 KM 15 Jalan Melaka Muar, Umbai, 77300, Malacca",Melaka,5,10,9.00 AM -9.00 PM,Daily,Not mentioned,4,HO77,Hamidahku Industry Sdn Bhd,013-931 5652,https://www.mamamidah.com/products/,,,Paid,producer traditional melaka dodol made coconut milk palm sugar,dodol melaka traditional food,food culinary,producer traditional melaka dodol made coconut milk palm sugar dodol melaka traditional food dodol melaka traditional food dodol melaka traditional food food culinary food culinary ,producer traditional melaka dodol made coconut milk palm sugar dodol melaka traditional food food culinary
80,81,Pandan Molek Enterprise,Seller of traditional handicrafts such as mengkuang mats and woven products.,"handicraft, mengkuang, traditional",Arts & Crafts,"No.1, Km 43, Kampung Air Molek, 78200, Kuala Sungai Baru, Melaka",Melaka,20,150,10.00 AM - 5.00 PM,Daily,Saturday â€“ Sunday,4.2,HO78,Pandan Molek Enterprise,06-387 9401,https://www.facebook.com/pandan.molek.9/,,,Paid,seller traditional handicraft mengkuang mat woven product,handicraft mengkuang traditional,art craft,seller traditional handicraft mengkuang mat woven product handicraft mengkuang traditional handicraft mengkuang traditional handicraft mengkuang traditional art craft art craft ,seller traditional handicraft mengkuang mat woven product handicraft mengkuang traditional art craft
81,82,Kuih Sopang Frozen,"Online shop offering frozen Kuih Sopang, a traditional Negeri Sembilan delicacy.","kuih sopang, frozen food, traditional",Food & Culinary,Negeri Sembilan,Negeri Sembilan,37,119,24 hours,Daily,Not mentioned,4.8,HO79,Farin Hashim Class,Not Provided,https://shopee.com.my/Kuih-So-Punk-(Sopang)-Farin-Hashim-frozen-i.37307467.40502191723,,,Paid,online shop offering frozen kuih sopang traditional negeri sembilan delicacy,kuih sopang frozen food traditional,food culinary,online shop offering frozen kuih sopang traditional negeri sembilan delicacy kuih sopang frozen food traditional kuih sopang frozen food traditional kuih sopang frozen food traditional food culinary food culinary ,online shop offering frozen kuih sopang traditional negeri sembilan delicacy kuih sopang frozen food traditional food culinary
82,83,Rumah Makan Perpateh,Restaurant serving traditional Negeri Sembilan dishes in a cozy kampung-style setting.,"Negeri Sembilan, restaurant, traditional food",Food & Culinary,"Dataran kemuning, 28D, Jln Dataran Kemuning 2, Taman Cendana, 70450 Seremban, Negeri Sembilan",Negeri Sembilan,20,40,11.30 AM -10.00 PM,Daily,Friday,4.2,HO80,Dato' Rosyam Nor,010-837 2504,https://www.instagram.com/rumahmakanperpateh/?hl=en,,,Paid,restaurant serving traditional negeri sembilan dish cozy kampungstyle setting,negeri sembilan restaurant traditional food,food culinary,restaurant serving traditional negeri sembilan dish cozy kampungstyle setting negeri sembilan restaurant traditional food negeri sembilan restaurant traditional food negeri sembilan restaurant traditional food food culinary food culinary ,restaurant serving traditional negeri sembilan dish cozy kampungstyle setting negeri sembilan restaurant traditional food food culinary
83,84,Restoran Selera Nogori,Offers traditional Negeri Sembilan cuisine with a wide range of local dishes.,"restaurant, Negeri Sembilan, cuisine",Food & Culinary,"602&603, Jalan Haruan 4/8, Oakland Commercial Centre, 70300 Seremban, Negeri Sembilan",Negeri Sembilan,1,20,7.00 AM - 5.00 PM,Daily,Not mentioned,4.4,HO81,Restoran Selera Nogori,013-233 3364,https://www.instagram.com/restoran_seleranogori/?hl=en,,,Paid,offer traditional negeri sembilan cuisine wide range local dish,restaurant negeri sembilan cuisine,food culinary,offer traditional negeri sembilan cuisine wide range local dish restaurant negeri sembilan cuisine restaurant negeri sembilan cuisine restaurant negeri sembilan cuisine food culinary food culinary ,offer traditional negeri sembilan cuisine wide range local dish restaurant negeri sembilan cuisine food culinary
84,85,The Rimba Lavender Heights,Local restaurant offering Malaysian cuisine surrounded by nature.,"restaurant, local food, eco dining",Food & Culinary,"Simpang Taman Lavender Heights, Jalan Kuala Pilah, Seremban Paroi, 70400 Seremban, Negeri Sembilan",Negeri Sembilan,1,20,11.00 AM - 5.30 PM,Daily,Tuesday,4.5,HO82,Lavendar Heights,013-788 8565,https://www.instagram.com/therimbalavenderheights_/?hl=en,,,Paid,local restaurant offering malaysian cuisine surrounded nature,restaurant local food eco dining,food culinary,local restaurant offering malaysian cuisine surrounded nature restaurant local food eco dining restaurant local food eco dining restaurant local food eco dining food culinary food culinary ,local restaurant offering malaysian cuisine surrounded nature restaurant local food eco dining food culinary
85,86,Dapo Kueh By Norhayu Kitchen,Sells various types of traditional kuih muih and homemade dishes.,"kuih muih, homemade, dessert",Food & Culinary,"Pusat Perniagaan Taman Sri Serting Taman Sri Serting, Taman sri serting, 72120 Bandar Seri Jempol, Negeri Sembilan",Negeri Sembilan,1,20,11.30 AM - 6.30 PM.,Daily,Wednesday,4.5,HO83,Norhayu Kitchen,013-365 5096,https://www.facebook.com/KuihKeriaGulaMelakaBSJ/,,,Paid,sell various type traditional kuih muih homemade dish,kuih muih homemade dessert,food culinary,sell various type traditional kuih muih homemade dish kuih muih homemade dessert kuih muih homemade dessert kuih muih homemade dessert food culinary food culinary ,sell various type traditional kuih muih homemade dish kuih muih homemade dessert food culinary
86,87,Zaini Salai House,Famous restaurant serving traditional daging salai dishes from Negeri Sembilan.,"daging salai, restaurant, traditional food",Food & Culinary,"No. 33A Kampung Ulu bendul, 71500 Tanjung Ipoh, Negeri Sembilan",Negeri Sembilan,19.9,39.9,10.00 AM - 4.30 PM,Daily,Wednesday,4.1,HO84,Zaini Salai House,013-428 8491,https://www.facebook.com/ZainiSalaiHouse/,,,Paid,famous restaurant serving traditional daging salai dish negeri sembilan,daging salai restaurant traditional food,food culinary,famous restaurant serving traditional daging salai dish negeri sembilan daging salai restaurant traditional food daging salai restaurant traditional food daging salai restaurant traditional food food culinary food culinary ,famous restaurant serving traditional daging salai dish negeri sembilan daging salai restaurant traditional food food culinary
87,88,Warisan Craft Wood,Offers custom-made wood carvings featuring traditional and contemporary designs.,"wood carving, craft, art",Arts & Crafts,Temerloh,Pahang,20,500,8.00 AM - 6.00 PM,Daily,Sunday,4.8,HO85,Puan Rohaini,013-9577599,https://warisancraftwood.wordpress.com/contact-us/,,,Paid,offer custommade wood carving featuring traditional contemporary design,wood carving craft art,art craft,offer custommade wood carving featuring traditional contemporary design wood carving craft art wood carving craft art wood carving craft art art craft art craft ,offer custommade wood carving featuring traditional contemporary design wood carving craft art art craft
88,89,Pottery Workshop In George Town Penang,Learn the art of pottery by crafting your own pots and mugs in a guided workshop.,"pottery, workshop, Penang, art",Arts & Crafts,Tanjung Bungah,Penang,165,330,10.30 AM,Upon Booking,Upon Booking,4.9,HO86,Trisha,Not Provided,https://www.klook.com/en-MY/activity/57665-pottery-workshop-penang-claypu/,,,Paid,learn art pottery crafting pot mug guided workshop,pottery workshop penang art,art craft,learn art pottery crafting pot mug guided workshop pottery workshop penang art pottery workshop penang art pottery workshop penang art art craft art craft ,learn art pottery crafting pot mug guided workshop pottery workshop penang art art craft
89,90,Biking Through Malay Countryside,"Cycling tour through plantations, orchards, and traditional Malay villages to explore hidden gems.","cycling, countryside, eco tourism",Nature & Eco,George Town,Penang,0,130,7.00 AM -10.15 AM,Upon Booking,Upon Booking,4.9,HO87,Eddie,Not Provided,https://www.airbnb.com/experiences/285231?location=Timur%20Laut&currentTab=experience_tab&federatedSearchId=cac57fef-22cf-49d5-94d1-cf82d98e24d0&searchId=0cfb8ac2-058f-4d16-b479-65394adb963b&sectionId=366d6daf-cfa8-40db-94ae-f2e5258f5dd9,,,Free / Not mentioned,cycling tour plantation orchard traditional malay village explore hidden gem,cycling countryside eco tourism,nature eco,cycling tour plantation orchard traditional malay village explore hidden gem cycling countryside eco tourism cycling countryside eco tourism cycling countryside eco tourism nature eco nature eco ,cycling tour plantation orchard traditional malay village explore hidden gem cycling countryside eco tourism nature eco
90,91,"Historical, Heritage & Cultural Walks George Town","Explore Penangâ€™s UNESCO-listed George Town through guided heritage walks that highlight its multicultural history, street art, and colonial landmarks. Perfect for history lovers and photographers.","heritage, guided tour, walking tour, Penang",Culture & Heritage,George Town,Penang,20,50,2.00 PM - 7.00 PM,Daily,Not mentioned,4.8,HO88,Penang Heritage Trail,Not Provided,https://www.tripadvisor.com.my/Attraction_Review-g298303-d10821538-Reviews-George_Town_Heritage_Walks_Penang-George_Town_Penang_Island_Penang.html,,,Paid,explore penangs unescolisted george town guided heritage walk highlight multicultural history street art colonial landmark perfect history lover photographer,heritage guided tour walking tour penang,culture heritage,explore penangs unescolisted george town guided heritage walk highlight multicultural history street art colonial landmark perfect history lover photographer heritage guided tour walking tour penang heritage guided tour walking tour penang heritage guided tour walking tour penang culture heritage culture heritage ,explore penangs unescolisted george town guided heritage walk highlight multicultural history street art colonial landmark perfect history lover photographer heritage guided tour walking tour penang culture heritage
